year,population,gdp,cement_co2_per_capita,co2,co2_growth_abs,co2_including_luc_growth_abs,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2_per_capita,energy_per_capita,flaring_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2_per_capita,methane_per_capita,nitrous_oxide_per_capita,oil_co2_per_capita,primary_energy_consumption,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf
1992,3282506.0,8745674752.0,0.031,2.517,-1.773,-2.009,1.197,0.449,0.159,0.767,0.288,0.102,0.244,7468.515,0.0,1.104,2.156,0.43,1.027,0.314,0.431,24.674,0.0,0.0,0.0,7.078,3.625
1993,3277830.0,9636341760.0,0.031,2.338,-0.179,-0.632,1.006,0.342,0.152,0.713,0.243,0.108,0.183,6555.686,0.0,1.048,2.051,0.293,1.075,0.334,0.451,21.638,0.0,0.0,0.0,6.721,3.437
1994,3269417.0,10596114432.0,0.016,1.924,-0.414,-0.582,0.831,0.256,0.132,0.588,0.182,0.094,0.052,6243.837,0.0,0.886,2.045,0.242,1.257,0.401,0.491,20.567,0.0,0.0,0.0,6.685,2.896
1995,3258571.0,11600732160.0,0.032,2.089,0.165,-0.045,0.82,0.23,0.118,0.641,0.18,0.092,0.049,6919.917,0.0,0.898,2.092,0.179,1.244,0.4,0.544,22.728,0.0,0.0,0.0,6.818,2.927
1996,3245681.0,12468868096.0,0.032,2.018,-0.072,-0.271,0.739,0.192,0.096,0.622,0.162,0.081,0.035,7645.64,0.0,0.881,1.973,0.118,1.191,0.36,0.541,25.011,0.0,0.0,0.0,6.404,2.858
1997,3229665.0,11020137472.0,0.016,1.543,-0.474,-0.537,0.577,0.169,0.082,0.478,0.14,0.068,0.014,7020.859,0.0,0.727,1.741,0.099,1.119,0.341,0.437,22.844,0.0,0.0,0.0,5.623,2.348
1998,3210133.0,12026242048.0,0.014,1.755,0.212,0.214,0.647,0.173,0.085,0.547,0.146,0.071,0.017,7602.231,0.0,0.801,1.835,0.101,1.08,0.356,0.506,24.572,0.0,0.0,0.0,5.891,2.572
1999,3188596.0,13673693184.0,0.017,2.986,1.231,0.953,0.95,0.222,0.137,0.937,0.218,0.135,0.035,6892.834,0.0,1.196,2.17,0.014,1.098,0.358,0.876,22.114,0.0,0.0,0.0,6.918,3.812
2000,3166147.0,14736835584.0,0.03,3.025,0.039,-0.093,0.928,0.199,0.102,0.955,0.205,0.105,0.022,9029.438,0.0,1.218,2.133,-0.027,1.123,0.378,0.897,28.732,0.0,0.0,0.0,6.754,3.857
2001,3147941.0,16103904256.0,0.0,3.221,0.196,0.139,0.977,0.191,0.113,1.023,0.2,0.118,0.026,8635.532,0.0,1.291,2.194,-0.046,1.11,0.369,0.993,27.233,0.0,0.0,0.0,6.906,4.063
2002,3134094.0,17037279232.0,0.0,3.748,0.528,0.413,1.114,0.205,0.118,1.196,0.22,0.127,0.027,9443.555,0.0,1.48,2.351,-0.082,1.104,0.415,1.161,29.497,0.0,0.0,0.0,7.369,4.638
2003,3118092.0,18171076608.0,0.097,4.303,0.555,1.042,1.453,0.249,0.136,1.38,0.237,0.129,0.027,10756.612,0.0,1.661,2.7,0.073,1.116,0.422,1.248,33.27,0.0,0.0,0.0,8.418,5.178
2004,3098663.0,19346601984.0,0.097,4.177,-0.127,-1.216,1.07,0.171,0.093,1.348,0.216,0.118,0.027,11586.951,0.0,1.638,2.418,-0.278,1.1,0.407,1.213,35.487,0.0,0.0,0.0,7.493,5.075
2005,3076155.0,20562851840.0,0.083,4.261,0.085,3.278,2.144,0.321,0.188,1.385,0.207,0.122,0.024,11545.616,0.0,1.683,3.248,0.758,1.104,0.414,1.271,35.014,0.0,0.0,0.0,9.992,5.176
2006,3050804.0,21889974272.0,0.09,3.911,-0.351,-2.313,1.403,0.196,0.13,1.282,0.179,0.119,0.024,10976.728,0.0,1.591,2.625,0.121,1.102,0.405,1.16,32.967,0.0,0.0,0.0,8.009,4.855
2007,3022887.0,23259283456.0,0.155,3.949,0.038,2.035,2.089,0.272,0.223,1.306,0.17,0.139,0.024,9534.874,0.0,1.616,3.535,0.783,1.072,0.402,1.116,28.377,0.0,0.0,0.0,10.685,4.885
2008,2992933.0,25006229504.0,0.162,4.397,0.448,-0.08,2.083,0.249,0.201,1.469,0.176,0.142,0.034,10499.328,0.0,1.783,3.322,0.614,1.024,0.384,1.268,30.991,0.0,0.0,0.0,9.942,5.336
2009,2961487.0,25821550592.0,0.198,4.407,0.01,-0.884,1.807,0.207,0.158,1.488,0.171,0.13,0.131,11524.428,0.0,1.804,2.892,0.319,0.998,0.384,1.153,33.773,0.0,0.0,0.0,8.565,5.342
2010,2928730.0,26747820032.0,0.286,4.784,0.377,0.049,1.844,0.202,0.15,1.633,0.179,0.133,0.146,12377.504,0.0,1.96,3.069,0.21,1.02,0.386,1.192,36.061,0.0,0.0,0.0,8.989,5.74
2011,2911500.0,27431047168.0,0.335,5.315,0.531,0.626,2.069,0.22,0.191,1.825,0.194,0.169,0.184,10854.649,0.0,2.146,3.312,0.244,1.01,0.403,1.296,31.486,0.0,0.0,0.0,9.643,6.247
2012,2910003.0,27819812864.0,0.357,4.85,-0.465,-0.559,1.878,0.196,0.177,1.667,0.174,0.157,0.215,10652.809,0.0,1.992,3.204,0.212,1.033,0.401,1.084,30.81,0.0,0.0,0.0,9.325,5.797
2013,2907570.0,28098562048.0,0.388,5.287,0.437,0.316,1.989,0.206,0.15,1.819,0.188,0.137,0.273,13392.774,0.0,2.156,3.322,0.17,1.044,0.394,1.145,38.665,0.0,0.0,0.0,9.658,6.269
2014,2903748.0,28597168128.0,0.36,6.0,0.712,0.754,2.251,0.229,0.192,2.066,0.21,0.176,0.354,11809.461,0.004,2.423,3.607,0.185,1.071,0.401,1.328,34.06,0.0,0.0,0.0,10.475,7.035
2015,2898634.0,29231665152.0,0.329,4.712,-1.288,-0.745,1.998,0.198,0.17,1.626,0.161,0.138,0.111,11824.314,0.012,1.99,3.343,0.372,1.085,0.415,1.152,34.083,0.0,0.0,0.0,9.692,5.769
2016,2897868.0,30200692736.0,0.304,4.632,-0.08,-0.611,1.788,0.172,0.13,1.598,0.153,0.116,0.066,13823.748,0.014,1.953,3.141,0.189,1.071,0.425,1.159,39.827,0.0,0.0,0.0,9.101,5.658
2017,2898247.0,31348975616.0,0.349,5.293,0.661,0.737,2.042,0.189,0.161,1.826,0.169,0.144,0.095,12802.36,0.011,2.198,3.37,0.215,1.069,0.416,1.314,36.863,0.0,0.0,0.0,9.766,6.371
2018,2894231.0,32609001472.0,0.321,4.895,-0.398,-0.494,1.874,0.166,0.129,1.691,0.15,0.116,0.163,14609.701,0.005,2.088,3.138,0.182,1.077,0.383,1.151,42.032,0.0,0.0,0.0,9.081,6.044
2019,2885012.0,33289746432.0,0.322,4.827,-0.068,-0.37,1.751,0.152,0.152,1.673,0.145,0.145,0.112,11585.555,0.002,2.052,3.005,0.078,1.001,0.392,1.193,33.296,0.0,0.0,0.0,8.669,5.921
2020,2871951.0,32130725888.0,0.46,4.711,-0.116,-0.406,1.618,0.145,0.145,1.64,0.147,0.147,0.198,11158.003,0.0,2.015,2.827,-0.022,0.942,0.362,0.947,31.988,0.0,0.0,0.0,8.12,5.787
2021,2849643.0,34866974720.0,0.46,5.134,0.423,0.323,1.744,0.143,0.123,1.802,0.147,0.128,0.301,14100.432,0.0,2.203,2.901,-0.058,0.94,0.293,1.005,40.253,0.0,0.0,0.0,8.267,6.277
2022,2827615.0,36171005952.0,0.464,5.173,0.039,-0.114,1.718,0.134,0.123,1.83,0.143,0.128,0.296,14100.432,0.005,2.243,2.87,-0.112,0.926,0.291,1.026,40.253,0.0,0.0,0.0,8.114,6.344
2023,2811660.0,36171005952.0,0.467,5.144,-0.029,-0.209,1.653,0.134,0.123,1.83,0.143,0.128,0.28,14100.432,0.0,2.24,2.729,-0.177,0.868,0.259,1.041,40.253,0.0,0.0,0.0,7.673,6.298
1950,9018423.0,19350554624.0,0.018,3.784,2.875,8.924,1.761,0.821,0.484,0.42,0.196,0.265,0.209,2005.664,0.483,2.589,3.795,1.341,2.308,0.19,0.193,24.833,0.0,0.0,0.0,34.228,23.348
1951,9269869.0,19480383488.0,0.024,4.131,0.348,4.143,2.16,1.028,0.484,0.446,0.212,0.265,0.22,2005.664,0.483,2.627,3.94,1.714,2.317,0.184,0.202,24.833,0.0,0.0,0.0,36.519,24.35
1952,9521212.0,20349999104.0,0.025,3.889,-0.242,2.73,2.39,1.118,0.484,0.408,0.191,0.265,0.194,2005.664,0.483,2.392,3.764,1.981,2.117,0.176,0.19,24.833,0.0,0.0,0.0,35.837,22.772
1953,9772646.0,20798191616.0,0.026,3.999,0.11,2.71,2.606,1.224,0.484,0.409,0.192,0.265,0.158,2005.664,0.483,2.596,3.992,2.196,2.319,0.166,0.225,24.833,0.0,0.0,0.0,39.011,25.366
1954,10014393.0,22019014656.0,0.033,4.152,0.153,2.815,2.824,1.284,0.484,0.415,0.189,0.265,0.148,2005.664,0.483,2.587,4.01,2.409,2.303,0.156,0.234,24.833,0.0,0.0,0.0,40.158,25.911
1955,10247428.0,22665783296.0,0.033,4.607,0.454,3.214,3.073,1.389,0.484,0.45,0.203,0.265,0.156,2005.664,0.483,2.753,4.204,2.624,2.433,0.145,0.261,24.833,0.0,0.001,0.0,43.083,28.213
1956,10482183.0,24891404288.0,0.031,4.995,0.388,3.116,3.302,1.39,0.484,0.477,0.201,0.265,0.168,2005.664,0.483,2.812,4.299,2.825,2.464,0.135,0.278,24.833,0.0,0.001,0.0,45.063,29.476
1957,10717503.0,27721039872.0,0.033,5.537,0.542,3.428,3.549,1.372,0.484,0.517,0.2,0.265,0.184,2005.664,0.483,2.908,4.434,3.032,2.52,0.126,0.299,24.833,0.0,0.001,0.0,47.523,31.171
1958,10953641.0,28728694784.0,0.038,5.214,-0.323,2.555,3.706,1.413,0.484,0.476,0.181,0.265,0.165,2005.664,0.483,2.572,4.134,3.23,2.224,0.119,0.273,24.833,0.0,0.001,0.0,45.281,28.176
1959,11189621.0,33993146368.0,0.042,5.657,0.443,3.33,3.925,1.292,0.484,0.506,0.166,0.265,0.131,2005.664,0.483,2.869,4.52,3.42,2.49,0.113,0.333,24.833,0.0,0.001,0.0,50.578,32.099
1960,11424930.0,36306128896.0,0.046,6.151,0.494,3.557,4.156,1.308,0.484,0.538,0.169,0.265,0.11,2005.664,0.483,3.072,4.716,3.617,2.66,0.111,0.383,24.833,0.0,0.001,0.0,53.877,35.093
1961,11628876.0,31896877056.0,0.046,6.056,-0.095,-19.619,2.396,0.873,0.484,0.521,0.19,0.265,0.066,2005.664,0.483,3.056,3.924,1.875,2.687,0.138,0.371,24.833,0.0,0.001,0.0,45.633,35.543
1962,11800768.0,25126164480.0,0.037,5.661,-0.395,-9.5,1.556,0.731,0.484,0.48,0.225,0.265,0.034,2005.664,0.483,2.862,3.392,1.076,2.52,0.142,0.35,24.833,0.0,0.001,0.0,40.023,33.77
1963,11982120.0,31766970368.0,0.036,5.419,-0.242,-5.238,1.095,0.413,0.484,0.452,0.171,0.265,0.021,2005.664,0.483,2.622,2.935,0.643,2.282,0.131,0.344,24.833,0.0,0.001,0.0,35.165,31.419
1964,12179807.0,33433417728.0,0.032,5.643,0.224,0.057,1.082,0.394,0.484,0.463,0.169,0.265,0.023,2005.664,0.483,2.559,2.911,0.619,2.215,0.132,0.31,24.833,0.0,0.001,0.0,35.451,31.171
1965,12365980.0,35661975552.0,0.03,6.589,0.945,-1.164,0.972,0.337,0.484,0.533,0.185,0.265,0.021,2005.664,0.483,2.792,3.109,0.439,2.402,0.147,0.338,24.833,0.0,0.001,0.0,38.446,34.523
1966,12590068.0,33932634112.0,0.026,8.421,1.832,5.501,1.391,0.516,0.587,0.669,0.248,0.282,0.022,2365.146,0.483,3.289,3.745,0.722,2.763,0.146,0.474,29.833,0.0,0.001,0.0,47.147,41.403
1967,12876116.0,37094768640.0,0.028,8.432,0.011,-4.641,1.0,0.347,0.456,0.655,0.227,0.298,0.015,2190.21,0.483,3.028,3.358,0.345,2.542,0.167,0.473,28.247,0.0,0.001,0.0,43.238,38.986
1968,13172615.0,41423888384.0,0.033,9.05,0.619,-0.482,0.941,0.299,0.408,0.687,0.218,0.298,0.015,2300.435,0.483,2.929,3.248,0.254,2.413,0.177,0.496,30.345,0.0,0.001,0.0,42.782,38.577
1969,13475958.0,45387460608.0,0.035,11.263,2.213,2.401,1.098,0.326,0.441,0.836,0.248,0.336,0.033,2486.038,0.483,3.2,3.561,0.262,2.534,0.182,0.584,33.539,0.0,0.001,0.0,47.985,43.129
1970,13783725.0,49945669632.0,0.033,15.059,3.796,13.646,2.063,0.569,0.774,1.093,0.302,0.41,0.07,2664.477,0.483,3.519,4.224,0.971,2.592,0.19,0.496,36.759,0.0,0.001,0.0,58.22,48.506
1971,14098938.0,45701218304.0,0.034,18.65,3.591,5.96,2.44,0.753,0.866,1.323,0.408,0.469,0.064,2815.882,0.637,3.723,4.472,1.117,2.565,0.199,0.54,39.733,0.0,0.001,0.0,63.05,52.491
1972,14427076.0,55293906944.0,0.032,28.323,9.673,4.591,2.703,0.705,0.873,1.963,0.512,0.634,0.045,3092.01,1.166,4.968,5.57,0.739,3.165,0.21,0.503,44.648,0.0,0.002,0.0,80.358,71.672
1973,14771151.0,57097850880.0,0.034,38.277,9.955,8.042,3.184,0.824,0.883,2.591,0.67,0.719,0.056,3601.31,1.654,5.596,6.119,0.593,3.167,0.188,0.635,53.251,0.0,0.002,0.0,90.378,82.666
1974,15133507.0,60577882112.0,0.031,31.877,-6.401,10.953,3.832,0.957,0.984,2.106,0.526,0.541,0.046,3887.454,1.233,4.88,5.933,1.725,2.949,0.172,0.635,58.909,0.0,0.002,0.0,89.787,73.85
1975,15678601.0,64883814400.0,0.03,32.001,0.125,3.658,3.932,0.95,0.876,2.041,0.493,0.455,0.05,4475.105,0.956,4.723,5.831,1.891,2.843,0.189,0.72,70.37,0.0,0.002,0.0,91.422,74.048
1976,16409170.0,69150105600.0,0.042,39.131,7.13,-9.316,3.189,0.757,0.637,2.385,0.566,0.477,0.036,4975.73,1.265,5.2,5.803,0.804,2.958,0.187,0.672,82.102,0.0,0.002,0.0,95.218,85.33
1977,17015987.0,75438030848.0,0.051,41.845,2.714,-2.49,2.929,0.661,0.552,2.459,0.555,0.464,0.036,5265.062,1.345,5.338,5.812,0.47,3.028,0.19,0.815,90.213,0.0,0.002,0.0,98.898,90.823
1978,17506978.0,85103919104.0,0.075,62.455,20.61,16.808,3.807,0.783,0.588,3.567,0.734,0.551,0.033,6429.067,1.345,6.613,6.991,0.239,3.218,0.177,0.752,113.361,0.0,0.002,0.0,122.399,115.774
1979,18036655.0,92753895424.0,0.102,45.546,-16.91,-17.544,2.722,0.529,0.331,2.525,0.491,0.307,0.05,8176.383,1.069,5.658,6.063,0.197,3.313,0.19,0.852,148.54,0.0,0.002,0.0,109.351,102.043
1980,18607175.0,94481645568.0,0.109,66.416,20.871,19.827,3.704,0.73,0.389,3.569,0.703,0.375,0.086,9452.979,1.004,6.308,6.736,0.135,2.918,0.207,1.001,177.143,0.0,0.002,0.0,125.339,117.378
1981,19220708.0,96860520448.0,0.113,46.342,-20.074,-20.228,2.534,0.503,0.226,2.411,0.478,0.215,0.099,11119.953,0.674,4.951,5.386,0.123,2.725,0.185,0.945,215.186,0.0,0.002,0.0,103.515,95.156
1982,19872354.0,103073660928.0,0.107,39.173,-7.169,-13.072,1.793,0.346,0.144,1.971,0.38,0.158,0.099,12405.545,0.466,4.521,4.816,-0.178,2.721,0.199,0.938,248.112,0.0,0.002,0.0,95.699,89.836
1983,20558121.0,108430385152.0,0.113,52.504,13.331,30.46,3.215,0.609,0.244,2.554,0.484,0.194,0.153,13101.501,0.409,5.16,5.845,0.661,2.781,0.2,1.071,270.967,0.001,0.002,0.0,120.155,106.08
1984,21271969.0,114406670336.0,0.125,70.947,18.443,11.372,3.641,0.677,0.298,3.335,0.62,0.273,0.189,12162.377,0.516,5.96,6.465,0.306,2.785,0.201,1.07,260.196,0.001,0.002,0.0,137.516,126.78
1985,22008541.0,120364212224.0,0.133,72.609,1.663,0.084,3.523,0.644,0.296,3.299,0.603,0.277,0.14,11850.976,0.746,5.94,6.415,0.224,2.792,0.205,1.023,262.297,0.001,0.003,0.0,141.183,130.726
1986,22745500.0,119145037824.0,0.136,76.08,3.471,6.779,3.707,0.708,0.304,3.345,0.639,0.274,0.12,12126.727,0.634,6.007,6.52,0.362,2.804,0.2,1.001,277.491,0.001,0.003,0.0,148.3,136.631
1987,23443628.0,118321217536.0,0.153,83.883,7.803,5.362,3.826,0.758,0.315,3.578,0.709,0.294,0.127,12090.516,0.517,6.251,6.702,0.247,2.817,0.189,1.07,285.168,0.001,0.003,0.0,157.117,146.548
1988,24109537.0,115821715456.0,0.142,83.708,-0.175,-0.328,3.706,0.772,0.293,3.472,0.723,0.274,0.123,12598.338,0.459,6.083,6.512,0.234,2.749,0.174,1.132,305.422,0.001,0.003,0.0,156.991,146.654
1989,24754488.0,119762427904.0,0.13,79.808,-3.9,-6.63,3.342,0.691,0.278,3.224,0.666,0.269,0.121,11935.479,0.476,5.912,6.289,0.118,2.829,0.173,1.016,297.068,0.001,0.003,0.0,155.679,146.336
1990,25375816.0,117843181568.0,0.118,76.738,-3.071,6.194,3.504,0.755,0.282,3.024,0.651,0.244,0.116,12343.162,0.343,5.79,6.339,0.48,2.904,0.175,0.914,314.974,0.001,0.003,0.0,160.869,146.927
1991,25987937.0,121105145856.0,0.114,78.807,2.069,17.344,4.089,0.877,0.34,3.032,0.651,0.253,0.103,11942.152,0.333,5.716,6.508,1.057,2.806,0.173,1.003,312.095,0.001,0.003,0.0,169.126,148.538
1992,26628568.0,127982690304.0,0.113,79.883,1.076,-12.983,3.503,0.729,0.291,3.0,0.624,0.249,0.089,11971.857,0.522,5.658,6.204,0.503,2.786,0.173,1.077,320.227,0.001,0.003,0.0,165.198,150.656
1993,27277040.0,130275778560.0,0.11,81.944,2.061,-1.376,3.369,0.705,0.308,3.004,0.629,0.275,0.071,10893.888,0.474,5.777,6.271,0.365,2.898,0.174,1.026,297.995,0.001,0.004,0.0,171.063,157.589
1994,27887276.0,134279856128.0,0.101,88.608,6.664,4.012,3.44,0.714,0.318,3.177,0.66,0.293,0.082,10807.21,0.562,5.874,6.277,0.262,2.816,0.158,1.092,301.921,0.001,0.004,0.0,175.045,163.801
1995,28470194.0,145054662656.0,0.111,96.777,8.169,12.218,3.798,0.745,0.345,3.399,0.667,0.309,0.068,10996.017,0.61,6.311,6.764,0.399,3.038,0.144,0.951,313.145,0.001,0.004,0.0,192.565,179.666
1996,29033045.0,156579119104.0,0.104,100.039,3.263,0.065,3.727,0.691,0.349,3.446,0.639,0.323,0.048,10692.724,0.608,6.381,6.777,0.281,3.062,0.142,0.944,309.925,0.001,0.004,0.0,196.756,185.254
1997,29579300.0,164644454400.0,0.111,88.369,-11.67,-13.302,3.208,0.576,0.319,2.988,0.537,0.297,0.047,10105.152,0.497,5.7,6.064,0.221,2.834,0.137,1.015,297.86,0.001,0.004,0.0,179.375,168.607
1998,30054135.0,179962888192.0,0.115,106.537,18.167,16.703,3.713,0.62,0.362,3.545,0.592,0.346,0.07,10304.176,0.441,6.16,6.522,0.169,2.739,0.156,1.101,308.349,0.001,0.004,0.0,196.014,185.136
1999,30474359.0,193179779072.0,0.113,91.449,-15.087,-16.935,3.106,0.49,0.304,3.001,0.473,0.294,0.071,10262.746,0.418,5.674,6.007,0.106,2.796,0.158,0.728,311.434,0.001,0.004,0.0,183.054,172.902
2000,30903895.0,208554147840.0,0.123,85.399,-6.051,-4.182,2.928,0.434,0.302,2.763,0.409,0.285,0.063,9746.524,0.462,5.585,5.925,0.165,2.94,0.157,0.868,299.946,0.001,0.004,0.0,183.103,172.602
2001,31331226.0,223420284928.0,0.12,86.839,1.441,1.946,2.95,0.414,0.297,2.772,0.389,0.279,0.067,9961.64,0.367,5.239,5.588,0.178,2.58,0.164,0.908,310.813,0.001,0.004,0.0,175.084,164.153
2002,31750833.0,245360918528.0,0.128,90.692,3.853,4.908,3.066,0.397,0.302,2.856,0.37,0.282,0.082,10180.35,0.311,5.175,5.522,0.209,2.426,0.155,0.929,321.951,0.001,0.005,0.0,175.335,164.32
2003,32175813.0,273568645120.0,0.125,94.581,3.888,5.276,3.189,0.375,0.305,2.939,0.346,0.281,0.087,10510.461,0.366,5.463,5.831,0.25,2.632,0.161,0.993,336.922,0.001,0.005,0.0,187.613,175.775
2004,32628286.0,296773582848.0,0.15,91.714,-2.866,-4.794,2.998,0.33,0.28,2.811,0.309,0.262,0.059,10759.022,0.333,5.213,5.569,0.187,2.514,0.179,1.006,349.778,0.001,0.005,0.0,181.704,170.09
2005,33109258.0,326854475776.0,0.171,110.993,19.278,18.272,3.506,0.355,0.317,3.352,0.34,0.303,0.071,11113.723,0.323,5.779,6.097,0.154,2.538,0.16,0.938,366.272,0.001,0.005,0.0,201.883,191.336
2006,33623505.0,345705316352.0,0.195,105.896,-5.096,-5.958,3.276,0.319,0.29,3.149,0.306,0.279,0.08,11341.98,0.36,5.643,5.961,0.126,2.618,0.157,1.048,379.22,0.001,0.005,0.0,200.438,189.75
2007,34189420.0,371665272832.0,0.205,109.889,3.993,3.562,3.326,0.306,0.284,3.214,0.296,0.275,0.088,11759.701,0.306,5.555,5.863,0.111,2.438,0.182,1.121,399.64,0.002,0.005,0.0,200.464,189.906
2008,34816962.0,395658526720.0,0.218,111.087,1.198,1.375,3.305,0.291,0.272,3.191,0.281,0.262,0.086,12252.297,0.333,5.595,5.887,0.114,2.497,0.172,1.073,423.557,0.002,0.005,0.0,204.95,194.813
2009,35490443.0,418247704576.0,0.232,118.856,7.769,7.389,3.451,0.293,0.273,3.349,0.284,0.265,0.045,12753.12,0.261,5.499,5.802,0.102,2.248,0.186,1.265,448.859,0.002,0.005,0.0,205.922,195.159
2010,36188236.0,450705784832.0,0.228,118.353,-0.503,-0.885,3.36,0.27,0.277,3.27,0.263,0.27,0.034,12243.156,0.281,5.52,5.825,0.089,2.352,0.191,1.254,438.995,0.002,0.005,0.0,210.812,199.751
2011,36903375.0,482028650496.0,0.222,125.095,6.741,6.244,3.464,0.265,0.275,3.39,0.26,0.269,0.028,12710.541,0.331,5.581,5.885,0.074,2.295,0.192,1.271,464.488,0.002,0.005,0.0,217.176,205.951
2012,37646164.0,498417631232.0,0.204,135.674,10.58,10.369,3.671,0.277,0.272,3.604,0.272,0.267,0.028,13624.909,0.38,5.794,6.108,0.067,2.298,0.202,1.289,507.672,0.002,0.006,0.0,229.93,218.136
2013,38414176.0,512373325824.0,0.19,140.786,5.112,5.753,3.747,0.281,0.268,3.665,0.275,0.262,0.019,14130.735,0.401,5.761,6.085,0.082,2.206,0.201,1.352,536.977,0.002,0.006,0.0,233.758,221.302
2014,39205035.0,531843514368.0,0.196,151.283,10.496,9.795,3.921,0.289,0.263,3.859,0.284,0.258,0.014,15108.635,0.417,5.992,6.312,0.063,2.249,0.205,1.349,585.613,0.002,0.006,0.0,247.471,234.932
2015,40019528.0,551521746944.0,0.201,160.087,8.805,8.465,4.053,0.294,0.263,4.0,0.29,0.259,0.013,15616.312,0.429,6.105,6.425,0.053,2.218,0.205,1.389,617.518,0.002,0.006,0.0,257.118,244.333
2016,40850720.0,569170395136.0,0.223,158.482,-1.606,-1.311,3.939,0.283,0.261,3.88,0.278,0.257,0.0,15295.143,0.393,6.067,6.38,0.059,2.295,0.201,1.337,616.996,0.002,0.006,0.0,260.646,247.838
2017,41689304.0,577138786304.0,0.242,165.174,6.692,6.754,4.021,0.29,0.269,3.962,0.286,0.265,0.021,15164.0,0.397,6.107,6.411,0.059,2.247,0.196,1.327,623.795,0.002,0.006,0.0,267.287,254.581
2018,42505033.0,584064434176.0,0.229,172.705,7.531,8.841,4.152,0.302,0.264,4.063,0.296,0.258,0.034,15971.084,0.386,6.177,6.496,0.089,2.211,0.196,1.323,669.62,0.002,0.006,0.0,276.094,262.541
2019,43294550.0,589905133568.0,0.233,179.907,7.201,5.912,4.213,0.309,0.263,4.155,0.305,0.259,0.028,16259.053,0.392,6.176,6.478,0.058,2.117,0.194,1.377,694.349,0.002,0.006,0.0,280.463,267.38
2020,44042093.0,559819915264.0,0.203,168.178,-11.729,-12.331,3.861,0.304,0.262,3.819,0.3,0.259,0.012,14933.807,0.398,5.695,5.998,0.043,1.984,0.182,1.229,648.899,0.002,0.006,0.0,264.184,250.813
2021,44761101.0,578853797888.0,0.213,179.596,11.418,11.622,4.059,0.314,0.257,4.012,0.31,0.254,0.025,16017.653,0.343,6.029,6.33,0.047,2.12,0.181,1.281,707.627,0.002,0.006,0.0,283.354,269.855
2022,45477391.0,595820019712.0,0.21,184.558,4.962,5.035,4.106,0.313,0.254,4.058,0.31,0.251,0.017,16350.52,0.356,6.082,6.384,0.048,2.125,0.18,1.262,734.191,0.003,0.007,0.0,290.326,276.58
2023,46164221.0,595820019712.0,0.207,178.133,-6.425,-6.39,3.906,0.313,0.256,3.859,0.31,0.253,0.015,15458.39,0.333,5.821,6.123,0.048,2.068,0.174,1.299,705.003,0.003,0.007,0.0,282.645,268.725
1950,6018.0,6905244160.0,0.0,0.407,0.0,-0.002,7.992,21.578,1.33,7.73,0.027,0.312,0.0,2053.46,0.0,3.494,11.81,11.343,5.446,1.451,7.73,17.105,-0.0,0.0,0.0,0.071,0.021
1951,5843.0,6905244160.0,0.0,0.407,0.0,-0.002,7.992,21.578,1.33,7.73,0.027,0.312,0.0,2053.46,0.0,3.849,11.363,7.243,5.845,1.532,7.73,17.105,-0.0,0.0,0.0,0.066,0.022
1952,5474.0,6905244160.0,0.0,0.407,0.0,-0.002,7.992,21.578,1.33,7.73,0.027,0.312,0.0,2053.46,0.0,4.173,14.069,10.85,6.273,1.691,7.73,17.105,-0.0,0.0,0.0,0.077,0.023
1953,5346.0,6905244160.0,0.0,0.407,0.0,-0.002,7.992,21.578,1.33,7.73,0.027,0.312,0.0,2053.46,0.0,4.343,13.461,8.444,6.45,1.804,7.73,17.105,-0.0,0.0,0.0,0.072,0.023
1954,5623.0,6905244160.0,0.0,0.407,0.0,-0.002,7.992,21.578,1.33,7.73,0.027,0.312,0.0,2053.46,0.0,4.297,12.432,7.559,6.248,1.795,7.73,17.105,-0.0,0.0,0.0,0.07,0.024
1955,6187.0,6905244160.0,0.0,0.407,0.0,-0.002,7.992,21.578,1.33,7.73,0.027,0.312,0.0,2053.46,0.0,4.11,13.103,10.168,5.829,1.712,7.73,17.105,-0.0,0.0,0.0,0.081,0.025
1956,6788.0,6905244160.0,0.0,0.407,0.0,-0.002,7.992,21.578,1.33,7.73,0.027,0.312,0.0,2053.46,0.0,3.933,11.405,7.816,5.445,1.639,7.73,17.105,0.0,0.0,0.0,0.077,0.027
1957,7420.0,6905244160.0,0.0,0.407,0.0,-0.002,7.992,21.578,1.33,7.73,0.027,0.312,0.0,2053.46,0.0,3.693,14.96,25.041,5.024,1.575,7.73,17.105,0.0,0.0,0.0,0.111,0.027
1958,8090.0,6905244160.0,0.0,0.407,0.0,-0.002,7.992,21.578,1.33,7.73,0.027,0.312,0.0,2053.46,0.0,3.387,11.0,12.849,4.559,1.515,7.73,17.105,0.0,0.0,0.0,0.089,0.027
1959,8794.0,6905244160.0,0.0,0.407,0.0,-0.002,7.992,21.578,1.33,7.73,0.027,0.312,0.0,2053.46,0.0,3.126,8.51,8.245,4.162,1.458,7.73,17.105,0.0,0.0,0.0,0.075,0.027
