year,population,gdp,primary_energy_consumption,oil_co2,coal_co2,cement_co2,temperature_change_from_ghg,co2
1981,343056,1066395008,5.062,0.3,0,0,0,0.3
1982,356887,1083308032,5.062,0.348,0,0,0,0.348
1983,369560,1096310016,3.797,0.348,0,0,0,0.348
1984,384072,1104000000,3.173,0.352,0,0,0,0.352
1985,402690,1100160000,3.164,0.359,0,0,0,0.359
1986,426344,1088971008,2.848,0.377,0,0,0,0.377
1987,454407,1092029952,2.91,0.388,0,0,0,0.388
1988,484530,1105884032,2.85,0.348,0,0,0,0.348
1989,523362,1076711936,6.698,0.388,0,0,0,0.388
1990,579544,1151692032,6.882,0.297,0,0,0,0.297
1991,631098,1111365120,6.882,0.3,0,0,0,0.3
1992,626017,1171473792,6.968,0.304,0,0,0,0.304
1993,614247,1223278976,7.011,0.304,0,0,0,0.304
1994,626717,1189922944,7.201,0.3,0,0,0,0.3
1995,633075,1251123072,7.134,0.311,0,0,0,0.311
1996,648355,1182573312,7.154,0.308,0,0,0,0.308
1997,671826,1231664000,7.201,0.333,0,0,0,0.333
1998,699355,1226205312,7.201,0.385,0,0,0,0.385
1999,724228,1247108096,7.201,0.385,0,0,0,0.385
2000,747326,1258388224,3.534,0.366,0,0,0,0.366
2001,771313,1279069440,3.521,0.366,0,0,0,0.366
2002,795577,1306309888,3.531,0.399,0,0,0,0.399
2003,813528,1344454912,3.663,0.421,0,0,0,0.421
2004,826132,1377810048,3.562,0.407,0,0,0,0.407
2005,839173,1416452224,3.369,0.414,0,0,0,0.414
2006,855767,1590366848,3.148,0.414,0,0,0,0.414
2007,874531,1662836480,3.277,0.462,0,0,0,0.462
2008,892739,1746582400,3.664,0.498,0,0,0,0.498
2009,911523,1828090880,3.182,0.443,0,0,0,0.443
2010,930251,1885010048,3.624,0.517,0,0,0,0.517
2011,948566,1960630016,2.737,0.315,0,0,0,0.315
2012,966753,2054195968,3.612,0.297,0,0,0,0.297
2013,984832,2157408000,3.728,0.326,0,0.058,0,0.384
2014,1002720,2286629888,4.138,0.348,0,0.066,0,0.414
2015,1020315,2435148032,3.65,0.451,0,0.054,0,0.505
2016,1037660,2612607488,3.489,0.377,0,0.05,0,0.428
2017,1054842,2767105792,3.158,0.352,0,0.062,0,0.414
2018,1071886,2924431616,3.313,0.388,0,0.087,0,0.475
2019,1088708,3086593024,3.06,0.446,0,0.097,0,0.543
2020,1105194,3123694336,2.945,0.37,0,0.093,0,0.463
2021,1121251,3274020608,3.079,0.392,0,0.139,0,0.532
2022,1137100,3395681536,3.079,0.355,0,0.139,0,0.494
2023,1152951,3395681536,3.079,0.353,0,0.139,0,0.493
1950,50218,49980000,0.147,0.004,0,0,0,0.004
1951,50464,55432000,0.147,0.004,0,0,0,0.004
1952,50862,59413000,0.147,0.007,0,0,0,0.007
1953,51401,57942000,0.147,0.004,0,0,0,0.004
1954,52102,60390000,0.147,0.004,0,0,0,0.004
1955,52974,64410000,0.147,0.004,0,0,0,0.004
1956,54006,69774000,0.147,0.004,0,0,0,0.004
1957,55214,71862000,0.147,0.004,0,0,0,0.004
1958,56605,74399000,0.147,0.007,0,0,0,0.007
1959,58123,72334000,0.147,0.011,0,0,0,0.011
1960,59385,74700000,0.147,0.011,0,0,0,0.011
1961,60231,70560000,0.147,0.011,0,0,0,0.011
1962,60968,81313000,0.147,0.011,0,0,0,0.011
1963,61759,85064000,0.147,0.015,0,0,0,0.015
1964,62600,89397000,0.147,0.015,0,0,0,0.015
1965,63521,76992000,0.147,0.015,0,0,0,0.015
1966,64519,85995000,0.147,0.015,0,0,0,0.015
1967,65598,87450000,0.147,0.022,0,0,0,0.022
1968,66750,87584000,0.147,0.022,0,0,0,0.022
1969,67956,95772000,0.147,0.018,0,0,0,0.018
1970,68928,104440000,0.147,0.026,0,0,0,0.026
1971,69547,112038000,0.147,0.026,0,0,0,0.026
1972,70071,120528000,0.147,0.026,0,0,0,0.026
1973,70600,130889000,0.147,0.026,0,0,0,0.026
1974,71105,138262000,0.147,0.029,0,0,0,0.029
1975,71589,143560000,0.147,0.029,0,0,0,0.029
1976,72037,152884000,0.147,0.029,0,0,0,0.029
1977,72425,156658000,0.147,0.026,0,0,0,0.026
1978,72740,175010000,0.147,0.026,0,0,0,0.026
1979,72978,142968000,0.147,0.033,0,0,0,0.033
1980,73101,164206000,0.147,0.037,0,0,0,0.037
1981,73005,184926000,0.21,0.037,0,0,0,0.037
1982,72704,191808000,0.207,0.04,0,0,0,0.04
1983,72385,195656000,0.226,0.04,0,0,0,0.04
1984,72075,207348000,0.229,0.044,0,0,0,0.044
1985,71767,209656000,0.223,0.048,0,0,0,0.048
1986,71426,223704000,0.187,0.048,0,0,0,0.048
1987,71044,242640000,0.246,0.048,0,0,0,0.048
1988,70626,261776992,0.263,0.055,0,0,0,0.055
1989,70171,263694000,0.263,0.059,0,0,0,0.059
1990,69644,275729984,0.263,0.059,0,0,0,0.059
1991,69321,285879712,0.263,0.059,0,0,0,0.059
1992,69342,299018304,0.263,0.059,0,0,0,0.059
1993,69453,303787168,0.262,0.062,0,0,0,0.062
1994,69494,316614944,0.334,0.07,0,0,0,0.07
1995,69490,327078112,0.415,0.081,0,0,0,0.081
1996,69421,347533760,0.416,0.073,0,0,0,0.073
1997,69315,361956576,0.418,0.081,0,0,0,0.081
1998,69144,382388800,0.439,0.077,0,0,0,0.077
1999,68883,390881664,0.454,0.081,0,0,0,0.081
2000,68527,404483808,0.529,0.103,0,0,0,0.103
2001,68300,411786976,0.567,0.11,0,0,0,0.11
2002,68386,415539008,0.534,0.103,0,0,0,0.103
2003,68552,455180800,0.596,0.117,0,0,0,0.117
2004,68662,475394400,0.706,0.143,0,0,0,0.143
2005,68747,482222496,0.676,0.15,0,0,0,0.15
2006,68823,513632256,0.674,0.143,0,0,0,0.143
2007,68861,554311680,0.815,0.172,0,0,0,0.172
2008,68864,617146560,0.734,0.169,0,0,0,0.169
2009,68881,621365632,0.745,0.187,0,0,0,0.187
2010,68872,640098880,0.779,0.172,0,0,0,0.172
2011,69072,652912000,0.789,0.154,0,0,0,0.154
2012,69134,644078976,0.759,0.165,0,0,0,0.165
2013,69733,667585024,0.759,0.158,0,0,0,0.158
2014,70385,694011008,0.783,0.165,0,0,0,0.165
2015,70429,689606016,0.813,0.176,0,0,0,0.176
2016,69628,707976576,0.85,0.172,0,0,0,0.172
2017,68514,656048832,0.794,0.154,0,0,0,0.154
2018,68193,677586368,0.819,0.161,0,0,0,0.161
2019,67901,714870336,0.789,0.172,0,0,0,0.172
2020,67589,600082688,0.724,0.158,0,0,0,0.158
2021,67223,637252096,0.764,0.161,0,0,0,0.161
2022,66850,675097984,0.764,0.156,0,0,0,0.156
2023,66531,675097984,0.764,0.163,0,0,0,0.163
1950,2379897,3851808512,25.281,0.311,0,0.036,0,0.348
1951,2450151,4306042368,25.281,0.308,0,0.051,0,0.359
1952,2525055,4653834240,25.281,0.524,0,0.069,0,0.593
1953,2604818,4598365184,25.281,0.55,0.004,0.065,0,0.619
1954,2689101,4859515904,25.281,0.542,0.004,0.08,0,0.626
1955,2777636,5162466816,25.281,0.795,0.004,0.116,0,0.915
1956,2870033,5678190080,25.281,0.857,0.004,0.124,0,0.985
1957,2965780,6039302144,25.281,0.894,0,0.138,0,1.032
1958,3064350,6359859712,25.281,0.927,0.004,0.134,0,1.065
1959,3165304,6398414336,25.281,1.015,0.004,0.094,0,1.113
1960,3268340,6705337344,25.281,0.953,0.004,0.084,0,1.04
1961,3373237,6560854016,25.281,0.909,0.004,0.116,0,1.029
1962,3479941,7673530368,25.281,1.121,0,0.12,0.001,1.241
1963,3588294,8177076224,25.281,1.132,0.004,0.113,0.001,1.249
1964,3698561,8719757312,25.281,1.594,0.004,0.149,0.001,1.747
1965,3808966,7638403072,25.281,1.437,0.004,0.105,0.001,1.545
1966,3921850,8661626880,25.281,1.528,0.004,0.138,0.001,1.67
1967,4038934,8952662016,25.281,1.411,0.004,0.153,0.001,1.567
1968,4157193,8972655616,25.281,2.184,0.004,0.16,0.001,2.347
1969,4277039,9954476032,25.281,2.455,0.004,0.192,0.001,2.651
1970,4399292,11003814912,25.281,2.858,0.004,0.243,0.001,3.105
1971,4524240,12176796672,25.281,3.221,0.004,0.294,0.001,3.519
1972,4651893,13677650944,25.281,4.331,0.004,0.334,0.001,4.669
1973,4782235,15328489472,25.281,5.668,0.004,0.287,0.001,5.959
1974,4914198,16217202688,25.281,6.108,0.004,0.298,0.001,6.41
1975,5046781,16988198912,25.281,6.038,0.004,0.291,0.001,6.333
1976,5180404,18135248896,25.281,5.998,0.004,0.321,0.001,6.322
1977,5315444,19015841792,25.281,5.177,0.004,0.418,0.001,5.599
1978,5451892,19460376576,25.281,5.012,0,0.418,0.001,5.43
1979,5589692,20296722432,25.281,6.361,0,0.425,0.001,6.786
1980,5729043,21539809280,25.281,5.947,0,0.48,0.001,6.427
1981,5868456,22427979776,25.344,5.69,0,0.445,0.001,6.135
1982,6007116,22837393408,26.409,5.862,0,0.441,0.001,6.303
1983,6147244,23843930112,31.466,7.357,0,0.508,0.001,7.866
1984,6289048,23906859008,27.199,6.87,0,0.52,0.001,7.39
1985,6430404,23302486016,29.14,6.786,0,0.456,0.001,7.242
1986,6571214,23995594752,31.827,7.57,0.073,0.478,0.001,8.121
1987,6712518,25809188864,34.96,8.588,0.616,0.483,0.001,9.687
1988,6855738,25978978304,38.743,8.827,0.256,0.657,0.001,9.74
1989,7002300,29288298496,37.685,8.863,0.696,0.699,0.001,10.258
1990,7151163,27899936768,40.659,8.453,0.026,0.458,0.001,8.936
1991,7299850,28624480256,39.301,8.856,0.15,0.532,0.001,9.538
1992,7447475,30699616256,42.027,9.46,0.37,0.588,0.001,10.418
1993,7594567,33455874048,39.411,10.343,0.319,0.547,0.001,11.209
1994,7741694,34777862144,42.874,10.974,0.275,0.548,0.001,11.796
1995,7888122,37276712960,46.279,14.191,0.293,0.623,0.001,15.107
1996,8032894,40578813952,50.296,15.44,0.341,0.703,0.001,16.484
1997,8174082,44531154944,53.197,16.111,0.37,0.785,0.001,17.266
1998,8310370,48410050560,55.066,16.265,0.718,0.805,0.001,17.788
1999,8446206,52484599808,62.542,16.228,0.619,0.974,0.001,17.821
2000,8584196,56344969216,86.211,17.679,0.246,1.068,0.001,18.992
2001,8720288,58288500736,83.807,17.444,0.539,1.162,0.001,19.145
2002,8852232,62671032320,88.521,19.049,0.619,1.281,0.001,20.949
2003,8980626,63562915840,81.212,16.762,2.803,1.212,0.001,21.345
2004,9104889,65495457792,75.582,13.935,2.062,1.098,0.001,17.333
2005,9225036,72784650240,83.079,15.063,1.264,1.141,0.001,17.941
2006,9341187,81940406272,82.922,15.118,1.868,1.535,0.001,19.112
2007,9455662,90412081152,85.242,15.414,1.931,1.644,0.001,19.993
2008,9573136,94906720256,84.755,15.623,2.11,1.671,0.001,20.332
2009,9695269,97411530752,83.736,15.287,2.062,1.523,0.001,19.781
2010,9820181,107260796928,87.8,15.622,1.851,1.615,0.001,20.553
2011,9945622,112433266688,86.398,15.564,2.514,1.562,0.001,21.318
2012,10070410,115488079872,95.898,15.675,1.986,1.605,0.001,21.255
2013,10193837,121118130176,91.435,15.14,2.44,1.65,0.001,21.267
2014,10315524,129656946688,87.788,14.656,3.195,1.945,0.001,21.801
2015,10434826,138638295040,97.343,16.57,2.89,2.009,0.001,23.495
2016,10551430,147870203904,103.54,17.855,2.873,2.005,0.001,24.645
2017,10666846,154771308544,102.122,16.447,3.342,2.037,0.001,24.017
2018,10782049,165578997760,112.906,18.181,3.287,2.105,0.001,25.756
2019,10894043,173944045568,120.771,20.452,3.265,2.188,0.001,28.375
2020,11008297,162254995456,104.46,15.154,7.405,2.016,0.001,27.015
2021,11123480,182166945792,111.041,17.719,6.984,2.52,0.001,30.835
2022,11230734,191182372864,111.041,17.179,7.253,2.52,0.001,30.431
2023,11331268,191182372864,111.041,17.922,7.376,2.52,0.001,32.02
1950,414768,10008766464,0.699,0.161,0,0,0,0
1951,418266,10008766464,0.699,0.161,0,0,0,0
1952,422429,10008766464,0.699,0.161,0,0,0,0
1953,426995,10008766464,0.699,0.161,0,0,0,0
1954,431906,10008766464,0.699,0.161,0,0,0,0
1955,437160,10008766464,0.699,0.161,0,0,0,0
1956,442703,10008766464,0.699,0.161,0,0,0,0
1957,448566,10008766464,0.699,0.161,0,0,0,0
1958,454757,10008766464,0.699,0.161,0,0,0,0
1959,461278,10008766464,0.699,0.161,0,0,0,0
1960,468130,10008766464,0.699,0.161,0,0,0,0
1961,475300,10008766464,0.699,0.161,0,0,0,0
1962,482782,10008766464,0.699,0.161,0,0,0,0
1963,490572,10008766464,0.699,0.161,0,0,0,0
1964,498661,10008766464,0.699,0.161,0,0,0,0
1965,507041,10008766464,0.699,0.161,0,0,0,0
1966,515697,10008766464,0.699,0.161,0,0,0,0
1967,524651,10008766464,0.699,0.161,0,0,0,0
1968,533881,10008766464,0.699,0.161,0,0,0,0
1969,543361,10008766464,0.699,0.161,0,0,0,0
1970,553080,10008766464,0.699,0.161,0,0,0,0
1971,562974,10008766464,0.699,0.161,0,0,0,0
1972,572973,10008766464,0.699,0.161,0,0,0,0
1973,582862,10008766464,0.699,0.161,0,0,0,0
1974,590832,10008766464,0.699,0.161,0,0,0,0
1975,598170,10008766464,0.699,0.161,0,0,0,0
1976,607629,10008766464,0.699,0.161,0,0,0,0
1977,618320,10008766464,0.699,0.161,0,0,0,0
1978,628780,10008766464,0.699,0.161,0,0,0,0
1979,638724,10008766464,0.699,0.161,0,0,0,0
1980,649877,10008766464,0.699,0.161,0,0,0,0
1981,660503,10008766464,0.699,0.161,0,0,0,0
1982,669156,10008766464,0.699,0.161,0,0,0,0
1983,677705,10008766464,0.699,0.161,0,0,0,0
1984,686787,10008766464,0.699,0.161,0,0,0,0
1985,696671,10008766464,0.699,0.161,0,0,0,0
1986,707190,10008766464,0.699,0.161,0,0,0,0
1987,718487,10008766464,0.699,0.161,0,0,0,0
1988,730752,10008766464,0.699,0.161,0,0,0,0
1989,744861,10008766464,0.699,0.161,0,0,0,0
1990,760348,10008766464,0.699,0.161,0,0,0,0
1991,778287,10008766464,0.699,0.161,0,0,0,0
1992,799322,10008766464,0.699,0.161,0,0,0,0
1993,821444,10008766464,0.699,0.161,0,0,0,0
1994,844502,10008766464,0.699,0.161,0,0,0,0
1995,868152,10008766464,0.699,0.161,0,0,0,0
1996,892288,10008766464,0.699,0.161,0,0,0,0
1997,917188,10008766464,0.699,0.161,0,0,0,0
1998,942538,10008766464,0.699,0.161,0,0,0,0.061
1999,834698,10008766464,0.699,0.161,0,0,0,0.153
2000,745095,10008766464,0.699,0.161,0,0,0,0.22
2001,812252,10008766464,0.699,0.161,0,0,0,0.119
2002,879170,10008766464,0.699,0.161,0,0,0,0.262
2003,916878,10008766464,0.699,0.161,0,0,0,0.249
2004,929081,10008766464,0.757,0.176,0,0,0,0.497
2005,948310,10008766464,0.76,0.176,0,0,0,0.321
2006,976611,10008766464,0.775,0.18,0,0,0,0.317
2007,1004897,10008766464,0.802,0.183,0,0,0,0.288
2008,1032432,10008766464,0.882,0.202,0,0,0,0.285
2009,1058784,10008766464,0.987,0.227,0,0,0,0.322
2010,1084687,10008766464,1.027,0.236,0,0,0,0.313
2011,1110212,10008766464,1.065,0.245,0,0,0,0.434
2012,1134888,10008766464,1.263,0.291,0,0,0,0.591
2013,1158695,10008766464,1.901,0.352,0,0,0,0.619
2014,1181913,10008766464,2.181,0.437,0,0,0,0.624
2015,1205134,10008766464,2.138,0.428,0,0,0,0.59
2016,1228315,10008766464,2.093,0.509,0,0,0,0.643
2017,1251710,10008766464,2.135,0.55,0,0,0,0.69
2018,1275965,10008766464,2.164,0.498,0,0,0,0.617
2019,1300943,10008766464,2.18,0.605,0,0,0,0.675
2020,1326051,10008766464,2.067,0.587,0,0,0,0.646
2021,1350142,10008766464,2.134,0.572,0,0,0,0.62
2022,1369299,10008766464,2.134,0.589,0,0,0,0.649
2023,1384292,10008766464,2.134,0.602,0,0,0,0.632
1950,3516793,10008766464,8.657,0.711,0,0.029,0.001,0.74
1951,3607836,10114922496,8.657,0.663,0,0.04,0.001,0.704
1952,3702403,11363106816,8.657,0.85,0.001,0.044,0.001,0.895
1953,3800296,11601652736,8.657,0.777,0,0.044,0.001,0.821
1954,3901514,12537337856,8.657,0.916,0,0.047,0.001,0.963
1955,4006190,12868194304,8.657,1.125,0,0.073,0.001,1.198
1956,4114537,13350172672,8.657,1.22,0,0.076,0.001,1.296
1957,4226856,13948668928,8.657,1.055,0,0.076,0.001,1.132
1958,4343500,14357382144,8.657,1.242,0,0.08,0.001,1.322
1959,4464759,15122957312,8.657,1.216,0,0.076,0.001,1.293
1960,4590893,16113823744,8.657,1.663,0,0.098,0.001,1.762
1961,4722335,16516333568,8.657,1.535,0,0.109,0.001,1.644
1962,4859271,17397223424,8.657,1.458,0,0.105,0.001,1.564
1963,5001722,17832787968,8.657,1.667,0,0.127,0.001,1.794
1964,5149926,19090890752,8.657,2.001,0,0.142,0.001,2.142
1965,5303960,20931717120,8.657,2.114,0,0.16,0.001,2.274
1966,5463749,21480730624,9.112,2.231,0,0.185,0.001,2.417
1967,5629059,22615181312,9.86,2.396,0,0.193,0.001,2.589
1968,5799683,23865288704,11.642,2.865,0,0.214,0.001,3.113
1969,5975235,25174071296,12.369,2.971,0,0.226,0.001,3.589
1970,6155392,26934480896,14.773,3.47,0,0.164,0.001,4.278
1971,6340056,28491929600,16.231,3.664,0,0.182,0.001,4.219
1972,6529040,30239823872,16.959,3.994,0,0.24,0.002,4.589
1973,6722035,34007408640,18.152,4.28,0,0.24,0.002,5.256
1974,6918570,35996917760,21.188,5.081,0,0.287,0.002,6.084
1975,7118259,37890543616,21.458,6.394,0,0.294,0.002,7.355
1976,7320911,41566183424,23.625,7.094,0,0.3,0.002,8.101
1977,7526825,44204552192,28.093,6.368,0,0.305,0.002,7.472
1978,7736176,47288274944,29.384,9.186,0,0.404,0.002,10.406
1979,7948871,49857552384,30.598,10.629,0,0.529,0.002,12.14
1980,8165882,52132724736,38.818,11.86,0,0.667,0.002,13.407
1981,8386911,54252142592,43.055,15.165,0,0.59,0.002,16.653
1982,8611296,54863241216,47.312,17.591,0,0.754,0.002,19.235
1983,8840425,53726523392,46.339,17.92,0,0.67,0.002,19.503
1984,9074784,55920451584,51.571,19.368,0,0.814,0.002,21.19
1985,9311151,58293686272,60.968,17.202,0,0.915,0.002,19.353
1986,9545999,60010586112,63.906,12.79,0,0.934,0.002,15.194
1987,9779290,56249614336,65.865,13.293,0,0.989,0.002,15.022
1988,10010804,62261231616,76.071,14.612,0,1.007,0.002,17.169
1989,10241859,62369320960,78.448,17.093,0,1.024,0.002,20.154
1990,10473674,64188502016,80.982,13.26,0,1.018,0.002,16.458
1991,10702378,67933581312,89.439,13.124,0,1.04,0.003,16.157
1992,10930127,70873841664,88.979,19.138,0,1.016,0.003,21.96
1993,11154282,72804335616,92.231,21.119,0,0.947,0.003,24.089
1994,11372196,76428091392,100.323,10.648,0,0.976,0.003,14.307
1995,11590519,78692032512,94.818,19.558,0,1.179,0.003,23.498
1996,11810954,80612098048,107.914,20.863,0,1.363,0.003,25.3
1997,12031128,84682915840,120.221,15.253,0,1.304,0.003,19.429
1998,12251188,88055996416,120.844,19.28,0,1.169,0.003,23.09
1999,12470799,84464771072,110.231,18.478,0,1.033,0.003,21.976
2000,12689214,85978890240,104.129,17.324,0,1.256,0.003,20.927
2001,12910737,90060701696,105.483,19.647,0,1.297,0.003,23.408
2002,13138473,94404509696,104.109,21.233,0,1.318,0.003,24.827
2003,13372303,97642545152,106.607,22.871,0,1.348,0.003,27.072
2004,13608699,106393264128,114.056,24.659,0,1.493,0.003,29.258
2005,13846163,112798228480,120.725,26.007,0,1.57,0.003,30.59
2006,14086139,118581673984,127.686,24.918,0,1.737,0.003,29.69
2007,14328783,122016284672,134.253,29.312,0,1.834,0.003,34.279
2008,14575202,130654765056,143.285,24.915,0,2.222,0.003,30.314
2009,14825961,132310294528,139.805,27.975,0,2.11,0.003,33.599
2010,15076695,137913286656,155.194,30.335,0,2.088,0.003,36.276
2011,15326231,149795274752,164.644,32.877,0,2.239,0.004,38.264
2012,15572194,158246715392,173.933,32.152,0,2.353,0.004,37.409
2013,15807130,166075187200,179.509,33.962,0,2.612,0.004,39.655
2014,16035126,172367773696,188.563,37.611,0,2.602,0.004,43.731
2015,16266228,172538413056,188.046,35.442,0,2.311,0.004,41.276
2016,16505141,170423091200,187.404,33.478,0,2.188,0.004,39.357
2017,16759517,174458716160,195.11,33.387,0,2.244,0.004,39.174
2018,17049542,176707502080,206.38,33.155,0,2.287,0.004,38.429
2019,17340017,176728686592,211.333,34.933,0,2.188,0.004,40.062
2020,17546058,162965061632,182.862,27.96,0,1.972,0.004,32.909
2021,17682454,169866625024,212.597,32.668,0,2.129,0.004,38.204
2022,17823900,175028879360,222.729,35.033,0,2.129,0.004,40.522
2023,17980079,175028879360,234.31,37.21,0,2.129,0.004,43.173
1950,21148167,30757265408,91.675,9.219,0.509,0.505,0.001,10.233
1951,21605922,31319513088,91.675,9.325,0.674,0.56,0.001,10.559
1952,22104946,31890446336,91.675,9.951,0.473,0.469,0.001,10.893
1953,22644147,32425277440,91.675,10.054,0.183,0.542,0.001,10.779
1954,23212566,33014044672,91.675,10.68,0.323,0.662,0.001,11.664
1955,23795235,33660149760,91.675,9.706,0.26,0.676,0.001,10.642
1956,24387350,35246452736,91.675,9.039,0.234,0.669,0.001,9.942
1957,24994416,36864356352,91.675,10.754,0.44,0.723,0.001,11.917
1958,25600325,38667513856,91.675,12.267,0.667,0.749,0.001,13.683
1959,26226866,40509591552,91.675,11.615,0.209,0.883,0.001,12.707
1960,26896481,42417643520,91.675,14.608,0.414,1.01,0.001,16.033
1961,27600904,45220061184,91.675,15.267,0.781,1.018,0.001,17.066
1962,28337015,48232701952,91.675,16.759,0.707,1.105,0.001,18.571
1963,29091868,51444883456,91.675,19.58,0.707,1.239,0.001,21.527
1964,29858924,54901977088,91.675,22.933,1.213,1.247,0.001,25.491
1965,30629174,58532794368,91.675,25.293,1.026,1.196,0.001,27.609
1966,31406543,58874122240,96.463,24.545,0.674,1.207,0.001,26.532
1967,32196366,58134978560,82.585,17.074,1.11,1.359,0.001,19.65
1968,32998321,59081297920,89.118,20.057,1.154,1.555,0.001,22.873
1969,33811619,63097380864,73.375,15.095,1.261,1.785,0.001,19.665
1970,34623990,67114483712,91.432,16.588,1.227,1.82,0.001,21.654
1971,35433371,69906251776,93.99,18.497,0.916,1.937,0.001,23.012
1972,36258327,71250780160,104.29,21.303,0.938,1.89,0.001,25.475
1973,37102042,73196101632,98.573,19.427,0.898,1.788,0.001,23.761
1974,37969664,76018040832,112.037,20.268,1.543,1.614,0.001,26.089
1975,38875328,83697410048,124.288,23.12,3.561,1.77,0.001,31.06
1976,39795558,96606691328,148.624,26.875,2.283,1.658,0.001,34.45
1977,40748879,109254148096,161.271,29.572,2.539,1.604,0.002,37.815
1978,41761437,117620129792,170.354,31.129,1.99,1.474,0.002,39.261
1979,42818635,126908743680,186.082,33.108,1.817,1.45,0.002,42.89
1980,43950414,140607651840,211.662,38.703,1.817,1.483,0.002,45.176
1981,45147227,146244911104,241.095,42.598,2.895,1.71,0.002,50.903
1982,46407613,161850654720,268.999,47.005,3.221,2.076,0.002,56.431
1983,47786402,174291288064,290.812,47.848,2.257,2.676,0.002,56.98
1984,49247335,184976097280,317.112,52.941,2.257,3.157,0.002,63.704
1985,50734974,197156339712,328.849,51.864,2.275,2.787,0.002,63.807
1986,52206295,202297851904,336.317,59.906,2.763,3.681,0.002,74.393
1987,53674436,207425830912,356.63,57.484,2.924,4.221,0.002,74.614
1988,55187678,216114298880,361.877,55.488,2.583,4.715,0.002,74.309
1989,56710641,222664802304,381.468,50.762,2.832,6,0.002,71.905
1990,58396625,227979902976,391.323,52.075,3.36,6.767,0.002,75.218
1991,60029001,241323327488,396.433,51.839,2.697,7.855,0.003,77.296
1992,61480663,254191042560,392.626,53.132,2.59,8.1,0.003,79.94
1993,62915681,269984907264,392.913,62.757,3.415,7.596,0.003,92.278
1994,64285594,286215798784,413.228,53.089,3.693,7.615,0.003,88.373
1995,65652622,305979228160,437.821,58.104,2.451,8.325,0.003,98.994
1996,67028046,328668872704,461.277,53.652,3.43,8.78,0.003,97.951
